model,true_portion,diff_steps,B,b,reps,t_min,t_max,accumulate,epoch,verbose,no_seed,no_warnings,ckpt_dir,vis_dir,save_fig,date,gns_est,g_norm,b_true,runtime,user,host
0070000.pt,0.1,1000,5000,50,2,401,500,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:33:57,44.568363189697266,0.031203849241137505,5000,0:04:30.449980,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,301,400,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:37:31,118.86895751953125,0.032873913645744324,5000,0:04:33.472860,cimsir,arkose.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,501,600,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:38:33,17.937824249267578,0.032265473157167435,5000,0:04:30.837299,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,401,500,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:42:10,97.82305145263672,0.030999423936009407,5000,0:04:32.417992,cimsir,arkose.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,601,700,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:43:10,8.248598098754883,0.03412161022424698,5000,0:04:30.179309,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,501,600,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:46:49,36.51045608520508,0.03247574344277382,5000,0:04:32.675518,cimsir,arkose.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,701,800,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:47:46,4.273049354553223,0.03314226493239403,5000,0:04:30.628804,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,601,700,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:51:28,9.976577758789062,0.03413872420787811,5000,0:04:32.743846,cimsir,arkose.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,801,900,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:52:22,2.3843488693237305,0.03128577396273613,5000,0:04:32.102151,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,901,1000,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:57:00,1.080981969833374,0.031195128336548805,5000,0:04:31.776306,cimsir,basalt.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,801,900,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 10:58:31,0.01725655235350132,0.031332697719335556,5000,0:04:33.492201,cimsir,arkose.cip.ifi.lmu.de
0070000.pt,0.1,1000,5000,50,2,901,1000,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:03:11,3.298241138458252,0.031177503988146782,5000,0:04:33.922909,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,201,300,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:11:02,552.0089721679688,0.02770782820880413,5000,0:04:33.411701,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,301,400,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:15:42,355.79339599609375,0.022627145051956177,5000,0:04:34.499998,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,201,300,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:17:15,458.2269592285156,0.026477575302124023,5000,0:04:32.293599,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,401,500,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:20:22,3196.921875,0.017428718507289886,5000,0:04:33.291188,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,301,400,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:21:53,594.3015747070312,0.02266472391784191,5000,0:04:40.954385,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,501,600,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:25:04,357.42919921875,0.015537613071501255,5000,0:04:37.449031,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,401,500,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:26:40,716.3327026367188,0.017460206523537636,5000,0:04:33.975046,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,601,700,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:29:48,37.43515396118164,0.016416551545262337,5000,0:04:33.125784,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,501,600,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:31:20,213.95777893066406,0.015741819515824318,5000,0:04:33.492490,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,701,800,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:34:29,29.01628875732422,0.01581035554409027,5000,0:04:33.861901,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,601,700,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:36:00,57.19432067871094,0.01649131439626217,5000,0:04:33.675954,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,801,900,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:39:09,20.2144718170166,0.014081365428864956,5000,0:04:35.174124,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,701,800,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:40:40,8.636104583740234,0.015785738825798035,5000,0:04:56.897538,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,901,1000,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:43:51,8.516977310180664,0.013594962656497955,5000,0:04:34.328680,cimsir,basalt.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,801,900,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:45:42,12.934481620788574,0.014061853289604187,5000,0:04:59.964664,cimsir,arkose.cip.ifi.lmu.de
0080000.pt,0.1,1000,5000,50,2,901,1000,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:50:48,9.293445587158203,0.013586252927780151,5000,0:05:00.777975,cimsir,arkose.cip.ifi.lmu.de
0090000.pt,0.1,1000,5000,50,2,201,300,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 11:57:57,1225.7154541015625,0.020759040489792824,5000,0:04:32.741052,cimsir,basalt.cip.ifi.lmu.de
0090000.pt,0.1,1000,5000,50,2,201,300,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/3_time_intervals/visuals,,2025-01-31 12:06:12,8194.8984375,0.023139137774705887,5000,0:05:00.357094,cimsir,arkose.cip.ifi.lmu.de
